,REGIONAL,DEPARTAMENTO,CIUDAD,NOMBRE_OFICINA
190,ANTIOQUIA,ANTIOQUIA,MEDELLIN,LOS MOLINOS
191,ANTIOQUIA,ANTIOQUIA,MEDELLIN,OVIEDO
192,ANTIOQUIA,ANTIOQUIA,MEDELLIN,EL TESORO
193,ANTIOQUIA,ANTIOQUIA,ITAGUI,CENCOSUD METRO ITAGUI
194,ANTIOQUIA,ANTIOQUIA,SABANETA,MAYORCA
195,SANTANDERES Y ARAUCA,SANTANDER,GIRON,GIRON
196,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,PRINCIPAL BUCARAMANGA
197,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,CABECERA DEL LLANO
198,SANTANDERES Y ARAUCA,SANTANDER,FLORIDABLANCA,CANAVERAL
199,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,GARCIA ROVIRA
200,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,MEGAMALL
201,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,BUCAROS
202,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,BOLARQUI
203,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,PROVENZA
204,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,CALLE 52
205,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,CACIQUE
206,SANTANDERES Y ARAUCA,SANTANDER,FLORIDABLANCA,FLORIDA
207,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,PASEO DEL COMERCIO
208,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,CARRERA 34
209,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,SOTOMAYOR
210,SANTANDERES Y ARAUCA,SANTANDER,SAN GIL,SAN GIL
211,SANTANDERES Y ARAUCA,SANTANDER,SOCORRO,SOCORRO
212,SANTANDERES Y ARAUCA,SANTANDER,SAN VICENTE DE CHUCURI,SAN VICENTE
213,SANTANDERES Y ARAUCA,SANTANDER,GIRON,CHIMITA
214,SANTANDERES Y ARAUCA,SANTANDER,PIEDECUESTA,PIEDECUESTA
215,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,BULEVAR SANTANDER
216,SANTANDERES Y ARAUCA,SANTANDER,RIONEGRO,RIONEGRO
217,SANTANDERES Y ARAUCA,SANTANDER,BARBOSA,BARBOSA
218,SANTANDERES Y ARAUCA,SANTANDER,BUCARAMANGA,CENTRO CIAL. ACROPOLIS
219,SANTANDERES Y ARAUCA,SANTANDER,CHARALA,CHARALA
220,SANTANDERES Y ARAUCA,SANTANDER,SUAITA,SUAITA
221,SANTANDERES Y ARAUCA,SANTANDER,OIBA,OIBA
222,CARIBE,BOLIVAR,CARTAGENA,BOCAGRANDE PLAZA
223,CARIBE,BOLIVAR,CARTAGENA,PRINCIPAL CARTAGENA
224,CARIBE,BOLIVAR,CARTAGENA,BAZURTO
225,CARIBE,BOLIVAR,CARTAGENA,AVENIDA SAN MARTIN
226,CARIBE,BOLIVAR,CARTAGENA,RONDA REAL
227,CARIBE,BOLIVAR,CARTAGENA,MANGA
228,CARIBE,BOLIVAR,TURBACO,TURBACO
229,CARIBE,BOLIVAR,CARTAGENA,LA MATUNA
230,CARIBE,BOLIVAR,CARTAGENA,GETSEMANI
231,CARIBE,BOLIVAR,CARTAGENA,AVENIDA TERCERA
232,CARIBE,BOLIVAR,CARTAGENA,PASEO LA CASTELLANA
233,CARIBE,BOLIVAR,CARTAGENA,EL BOSQUE
234,CARIBE,BOLIVAR,CARTAGENA,CENTENARIO
235,CARIBE,BOLIVAR,CARTAGENA,BASE NAVAL
236,CARIBE,BOLIVAR,CARTAGENA,TORRE DEL RELOJ
237,CARIBE,BOLIVAR,CARTAGENA,MALL PLAZA EL CASTILLO
238,CARIBE,BOLIVAR,CARTAGENA,LA PLAZUELA
239,CARIBE,BOLIVAR,CARTAGENA,CARIBE PLAZA
240,CARIBE,BOLIVAR,EL CARMEN DE BOLIVAR,CARMEN DE BOLIVAR
241,CARIBE,BOLIVAR,MAGANGUE,EXITO MAGANGUE
242,SANTANDERES Y ARAUCA,NORTE DE SANTANDER,CUCUTA,PRINCIPAL CUCUTA
243,SANTANDERES Y ARAUCA,NORTE DE SANTANDER,CUCUTA,UNICENTRO CUCUTA
244,SANTANDERES Y ARAUCA,NORTE DE SANTANDER,CUCUTA,GRAN COLOMBIA
245,SANTANDERES Y ARAUCA,NORTE DE SANTANDER,CUCUTA,VENTURA
246,SANTANDERES Y ARAUCA,NORTE DE SANTANDER,CUCUTA,LA PLAYA
247,SANTANDERES Y ARAUCA,NORTE DE SANTANDER,CUCUTA,EXITO SAN MATEO
248,CARIBE,CESAR,AGUACHICA,AGUACHICA
249,CARIBE,CESAR,GAMARRA,GAMARRA
250,SANTANDERES Y ARAUCA,NORTE DE SANTANDER,CUCUTA,CALLE 10
251,SANTANDERES Y ARAUCA,NORTE DE SANTANDER,CUCUTA,AV CERO
252,SANTANDERES Y ARAUCA,NORTE DE SANTANDER,PAMPLONA,PAMPLONA
253,CARIBE,CESAR,VALLEDUPAR,UNICENTRO VALLEDUPAR
254,CENTRO SUR,HUILA,NEIVA,PRINCIPAL NEIVA
255,CENTRO SUR,HUILA,NEIVA,NEIVA CENTRO
256,CENTRO SUR,HUILA,NEIVA,LAS CEIBAS
257,CENTRO SUR,HUILA,NEIVA,SAN PEDRO PLAZA
258,CENTRO SUR,HUILA,PITALITO,PITALITO
259,CENTRO SUR,HUILA,PALERMO,PALERMO
260,CENTRO SUR,HUILA,NEIVA,CRUZ ROJA
261,CENTRO SUR,HUILA,LA PLATA,LA PLATA
262,CENTRO SUR,HUILA,GARZON,GARZON
263,CENTRO SUR,HUILA,NEIVA,SANTA LUCIA PLAZA
264,CENTRO SUR,HUILA,PITALITO,SAN ANTONIO PITALITO
265,CENTRO SUR,CAQUETA,FLORENCIA,GRAN PLAZA FLORENCIA
